sample_id,expected_tag,question,expected_answer,available_questions_for_tag,sample_index_within_tag,questions_sampled_for_tag
594,selfie_capture_guidelines,পোস্টাল ভোট অ্যাপের সেলফি সফলভাবে তুলতে কীভাবে স্থির হয়ে দাঁড়াতে হবে?,"মোবাইলটি আপনার মুখের সামনে ধরুন, আপনার মুখ ফ্রেমের মধ্যে রাখুন, মুখ সোজা এবং ক্যামেরার দিকে তাকান, স্থির হয়ে দাঁড়ান, নিশ্চিত করুন মুখ পরিষ্কার দেখা যাচ্ছে।",100,1,1
595,sem_app_info_05,Smart Election Management BD অ্যাপ কি সকল শ্রেণির মানুষ ব্যবহার করতে পারবে?,Smart Election Management BD অ্যাপটি সবাই ব্যবহার করতে পারবেন।,81,1,1
596,sem_app_info_10,স্মার্ট ইলেকশন ম্যানেজমেন্ট বিডি অ্যাপের রক্ষণ ও সংরক্ষণ কারা নিশ্চিত করে?,"বাংলাদেশ নির্বাচন কমিশন অ্যাপটি পরিচালনা, রক্ষনাবেক্ষণ ও আপডেট করে।",81,1,1
597,sem_app_info_12,Smart Election Management BD App এ কি সব ধরণের নির্বাচন এর তথ্য পাওয়া যায়?,"জাতীয় সংসদ নির্বাচন, সিটি কর্পোরেশন, ইউনিয়ন পরিষদসহ সব নির্বাচন সংক্রান্ত তথ্য পাওয়া যায়।",81,1,1
598,show_password,পোস্টাল ভোটিং BD অ্যাপে পাসওয়ার্ডের অক্ষর দেখা সম্ভব কিভাবে?,"password-এর পাশে থাকা চোখের আইকনে ক্লিক করুন, পাসওয়ার্ডটি দৃশ্যমান হবে।",101,1,1
599,signature_correction_followup_b,জাতীয় পরিচয়পত্র সংশোধনের কাজে অফিসে গেলে সাথে কী কী দলিল রাখা উচিত?,অফিসে যাওয়ার সময় আপনার স্বাক্ষরের স্বপক্ষে যদি কোন কাগজপত্র থাকে সেটা সঙ্গে নিয়ে যাবেন।,20,1,1
600,signature_correction_followup_c,"জাতীয় আইডির তথ্য সংশোধন করতে কোন কোন ধাপ পার করতে হবে, বলবেন?",উপজেলা বা থানা নির্বাচন অফিসে গিয়ে স্বাক্ষরের জন্য আবেদন ফরম পূরণ করে নতুন স্বাক্ষর করতে হবে। পরবর্তীতে স্বাক্ষর সম্পন্ন হলে মোবাইলে এসএমএস পাবেন,17,1,1
601,signature_correction_followup_d,সংশোধন অনুমোদিত হলে হালনাগাদ জাতীয় পরিচয়পত্র সংগ্রহ করব কীভাবে?,সংশোধন অনুমোদিত হলে অনলাইন থেকে উপজেলা নির্বাচন অফিস থেকে আপডেট কার্ড উত্তোলন করতে পারবেন।,18,1,1
602,smart_card_collect_by_other_followup_a,বন্ধু বা আত্মীয় কি আমার হয়ে স্মার্টকার্ড সংগ্রহ করতে পারবে?,আপনার স্মার্ট কার্ড অন্য কেউ গ্রহণ করতে পারবে না,4,1,1
603,smart_card_collect_by_other_followup_b,অনুমোদিত প্রতিনিধি দিয়ে কার্ড নিতে চাই—কোন কোন ডকুমেন্ট দিতে হবে?,প্রতিনিধি দিয়ে স্মার্ট কার্ড উত্তোলন করা যাবে না,20,1,1
604,smart_card_collect_by_other_followup_c,কোন সময়ে কার্ডের মালিককে নিজে হাজির হওয়া আবশ্যক?,স্মার্ট কার্ড উত্তোলনের সময় চোখের আইরিস এবং ফিঙ্গারপ্রিন্ট প্রদানের ক্ষেত্রে ব্যক্তি উপস্থিত থাকা বাধ্যতামূলক,20,1,1
605,smart_card_collect_by_other_followup_d,প্রতিনিধি দিয়ে নেওয়া সম্ভব না হলে করণীয় কী?,প্রতিনিধি দিয়ে স্মার্ট কার্ড উত্তোলন করা যাবে না,20,1,1
606,smart_card_collection_fees,স্মার্ট কার্ডের জন্য কি টাকা গুনতে হবে?,"না, স্মার্ট কার্ড উত্তোলনের জন্য কোন ফি জমা দিতে হয় না। তবে পূর্বের পেপার লেমিনেটেড এনআইডি কার্ড অথবা ভোটার নিবন্ধন স্লিপ নিয়ে সংশ্লিষ্ট উপজেলা/থানা অফিসে যোগাযোগ করতে হবে।",182,1,1
607,smart_card_collection_fees_followup_a,স্মার্ট কার্ড গ্রহণের সময় কী কাগজপত্র প্রয়োজন?,পূর্বে প্রদানকৃত লেমিনেটেড পেপার জাতীয় পরিচয়পত্রটি জমা দিতে হবে।,20,1,1
608,smart_card_collection_fees_followup_d,স্মার্ট কার্ড সংগ্রহ আটকে গেলে কোন দপ্তরে যাব?,স্মার্ট কার্ড সংগ্রহের সমস্যা হলে আপনার সংশ্লিষ্ট উপজেলা বা থানা নির্বাচন অফিসে যোগাযোগ করুন,19,1,1
609,smart_card_distributed_in_my_area_but_my_card_not_received_followup_b,স্মার্ট এনআইডির জন্য ইসি অফিসে গেলে সঙ্গে কোন কোন দলিলপত্র রাখতে হবে?,অফিসে যাওয়ার সময় আপনার পূর্বের এনআইডি কার্ডটি সঙ্গে নিয়ে যান।,20,1,1
610,smart_card_fee,স্মার্ট এনআইডি কার্ড কি ফ্রি প্রদান করা হয়?,প্রথমবার স্মার্ট কার্ড নিতে কোন ফি দিতে হবে না।,163,1,1
611,smart_card_fee_followup_c,"স্মার্ট এনআইডি-সম্পর্কিত কার্যক্রম কি অনলাইনে প্রক্রিয়াকরণ করা সম্ভব, না কি অফিসে যেতে হবে?",স্মার্ট কার্ড উত্তোলনের জন্য সরাসরি অফিসে যোগাযোগ করতে হবে,20,1,1
612,smart_card_lost_how_to_get_new_one_again,"আমার স্মার্ট কার্ড চুরি হয়ে গেছে, আবার কি করে পাবো?","আন্তরিকভাবে দুঃখিত, এই মুহুর্তে স্মার্টকার্ড রি-প্রিন্টের সুযোগ নেই।",189,1,1
613,smart_card_lost_how_to_get_new_one_again_followup_c,"স্মার্ট কার্ড নিয়ে প্রয়োজনীয় কার্যক্রম কি অনলাইনে করা যায়, না কি অফিসেই করতে হয়?","আন্তরিকভাবে দুঃখিত, এই মুহুর্তে স্মার্টকার্ড রি-প্রিন্টের সুযোগ নেই।",20,1,1
614,smart_card_lost_how_to_get_new_one_again_followup_d,স্মার্ট কার্ড তৈরির কাজটি শেষ হতে সাধারণত কতদিন লাগে?,"আন্তরিকভাবে দুঃখিত, এই মুহুর্তে স্মার্টকার্ড রি-প্রিন্টের সুযোগ নেই।",20,1,1
615,smart_card_lost_reissue,স্মার্ট কার্ড হারিয়ে গেলে এখন নতুন কার্ড দেয় কি না?,দুঃখিত। ভোটারযোগ্য সকল নাগরিকের হাতে একবার স্মার্টকার্ড পৌঁছানোর পর স্মার্টকার্ড রিপ্রিন্টের বিষয়ে সিদ্ধান্ত গ্রহণ করা হবে।,170,1,1
616,smart_card_lost_reissue_followup_c,"স্মার্টকার্ডের কাজ কি শুধু ইন্টারনেটেই করা সম্ভব, নাকি অফিসে যেতেই হবে?",এই কাজটি অনলাইনে করা যাবে,20,1,1
617,smart_card_lost_reissue_followup_d,স্মার্ট কার্ড প্রস্তুত ও সরবরাহ হতে সাধারণ নিয়মে কতটা সময় লাগে?,প্রক্রিয়াটি সম্পন্ন হতে সাধারণত ১৫-৩০ কার্য দিবস সময়ে লাগতে পারে।,20,1,1
618,smart_card_print_problem,স্মার্ট কার্ড প্রিন্টিংয়ে কোথায় সমস্যা হলে প্রিন্ট হয় না?,"ডাটাবেজে তথ্য যথাযথভাবে না থাকার কারণে স্মার্ট কার্ড মু্দ্রণ হয় না, কারণ জানতে ৯ চাপুন।",170,1,1
619,smart_card_print_problem_followup_a,কল সেন্টারে কথা বলার জন্য আগেভাগে কোন কোন তথ্য গুছিয়ে রাখা উচিত?,কল সেন্টারে কথা বলার সময় সাধারণত এনআইডি কার্ডের নাম্বার প্রস্তুত রাখতে হবে।,20,1,1
620,smart_card_printing_status_sms_how,স্মার্ট এনআইডি রেডি নোটিস SMS এ কেমন করে পাব কোন নাম্বার?,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ।",182,1,1
621,smart_card_ready_sms,স্মার্ট এনআইডি ডেলিভারি শুরু হলে কি টেক্সট অ্যালার্ট আসে?,"না, তবে নির্দিষ্ট এলাকায় স্মার্টকার্ড বিতরণকালীন সময় প্রচারনা চালানো হয়।",174,1,1
622,smart_card_ready_sms_followup_d,টেক্সট মেসেজ ছাড়াই কার্ড তৈরি হয়েছে কি না জানার ঠিকানা কোথায়?,অনলাইন পোর্টালে লগইন করে নিজের স্মার্ট কার্ডের তথ্য জানা যাবে এবং ১০৫ নম্বরে কল করে স্মার্ট কার্ডের তথ্য জানতে পারবেন,20,1,1
623,smart_card_selected_but_get_pdf,স্মার্ট আইডি সংশোধনের পর কার্ড প্রিন্ট বন্ধ আছে নাকি?,"আন্তরিকভাবে দুঃখিত, এই মুহুর্তে স্মার্টকার্ড রি-প্রিন্টের সুযোগ নেই।",171,1,1
624,smart_card_selected_but_get_pdf_followup_b,স্মার্ট কার্ড প্রিন্ট ও সরবরাহের অগ্রগতি যাচাই করার পদ্ধতি কী?,স্মার্ট কার্ড বিতরণের তথ্য জানতে আপনার সংশ্লিষ্ট উপজেলা বা থানা নির্বাচন অফিসে যোগাযোগ করুন,18,1,1
625,smart_card_status,স্মার্ট কার্ডের প্রিন্টিং কনফার্মেশন কিভাবে পাবো?,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ।",191,1,1
626,sms_after_picture_how_many_days,নতুন ভোটার ছবি তোলার পরে এসএমএস কবে পাওয়া যায়?,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ।",176,1,1
627,softwere_bug_in_card_processing_system,"আমি ফি পরিশোধ করেছি, কিন্তু আবেদন সাবমিট করতে গেলে ফি রিকোয়ার্ড দেখাচ্ছে কেন?",এনআইডি সংশোধন/ রি-ইস্যু আবেদনের ক্ষেত্রে কারিগরী সমস্যার কারণে এই সমস্যা তৈরি হয়ে থাকতে পারে। এমতাবস্থায় ০ বাটন চেপে আপনার অভিযোগটি রেকর্ড করুন। আশা করা যায় শীঘ্রই আপনার প্রদত্ত ফি পুণঃব্যবহারের উপযোগী হবে।,171,1,1
628,spouse_name_correction_new,এনআইডিতে spouse field সংশোধনে কী কী ডকুমেন্ট দিতে হবে?,"স্বামী/স্ত্রী এর নাম সংশোধন এর জন্য নিকাহনামা (ইসলাম ধর্ম ব্যতীত অন্যান্য ধর্মাবলম্বীদের জন্য বিবাহের প্রত্যয়নপত্র/এফিডেভিট), স্বামী/স্ত্রীর এনআইডি, প্রযোজ্য ক্ষেত্রে তালাকনামা, সন্তানদের জাতীয় পরিচয়পত্র/ শিক্ষা সনদ/ অনলাইন জন্ম নিবন্ধন।",231,1,1
629,spouse_name_correction_new_2_followup_b,NID-তে স্ত্রীর নাম শুদ্ধ করার সময় চাহিদাকৃত প্রমাণপত্রের কোনোটি না থাকলে কী কী বিকল্প গ্রহণযোগ্য?,এ সম্পর্কে বিস্তারিত জানতে নির্বাচন কমিশনের হেল্পলাইন ১০৫ নম্বরে কল করুন।,20,1,1
630,spouse_name_correction_new_2_followup_c,অনলাইনে NID তথ্য সংশোধন করে আবেদন করার পর প্রক্রিয়ার অবস্থা কোথায় দেখা যাবে?,অনলাইন আবেদন করার পরবর্তী নির্দেশনা আপনার মোবাইলে মেসেজের মাধ্যমে জানানো হবে। বিস্তারিত জানতে নির্বাচন কমিশনের হেল্পলাইন ১০৫ নম্বরে কল করুন।,19,1,1
631,spouse_name_correction_new_3_followup_a,"স্বামীর নাম NID-এ যোগের আবেদনকালে কি আসল নথি জমা আবশ্যক, নাকি ফটোকপি দিলেই হবে?",সকল কাগজপত্রের সত্যায়িত ফটোকপি দিতে হবে,20,1,1
632,spouse_name_correction_new_3_followup_b,এনআইডি-তে স্বামীর নাম সংযোজনের আবেদনে তালিকাভুক্ত কাগজপত্র না থাকলে বদলি হিসেবে কী দেখাতে পারি?,এ সম্পর্কে বিস্তারিত জানতে নির্বাচন কমিশনের হেল্পলাইন ১০৫ নম্বরে কল করুন।,20,1,1
633,spouse_name_correction_new_3_followup_c,এনআইডি সংশোধনের আবেদন অনলাইনে করার পর আবেদনটির স্ট্যাটাস কোথায় পাওয়া যাবে?,অনলাইন আবেদন করার পরবর্তী নির্দেশনা আপনার মোবাইলে মেসেজের মাধ্যমে জানানো হবে। বিস্তারিত জানতে নির্বাচন কমিশনের হেল্পলাইন ১০৫ নম্বরে কল করুন।,20,1,1
634,spouse_name_correction_new_4_followup_a,"NID-এ স্ত্রী যোগ করার কাজে কি অরিজিনাল ডকুমেন্ট দেখাতে হবে, নাকি ফটোকপি সাবমিট করলেই হবে?",সকল কাগজপত্রের সত্যায়িত ফটোকপি দিতে হবে,20,1,1
635,spouse_name_correction_new_4_followup_c,এনআইডি তথ্য সংশোধনের জন্য অনলাইনে জমা দেওয়া আবেদনের অগ্রগতি কোন প্ল্যাটফর্মে দেখা যাবে?,অনলাইন আবেদন করার পরবর্তী নির্দেশনা আপনার মোবাইলে মেসেজের মাধ্যমে জানানো হবে। বিস্তারিত জানতে নির্বাচন কমিশনের হেল্পলাইন ১০৫ নম্বরে কল করুন।,19,1,1
636,spouse_name_correction_new_4_followup_d,এনআইডি সংশোধনের ফর্ম অনলাইনে পূরণ করতে গিয়ে ভুল ইনপুট দিলে কীভাবে সেটি সংশোধন করব?,অনলাইন ফর্ম পূরণের সময় ভুল হলে আপনার নিজ থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করবেন।,17,1,1
637,spouse_name_correction_new_5_followup_b,স্বামীর নাম আপডেটের জন্য চাওয়া কাগজপত্রের যেকোনোটি না থাকলে কোন বিকল্প নথি মান্য?,এ সম্পর্কে বিস্তারিত জানতে নির্বাচন কমিশনের হেল্পলাইন ১০৫ নম্বরে কল করুন।,20,1,1
638,spouse_name_correction_new_5_followup_d,এনআইডি সংশোধনের ডিজিটাল ফরমে এন্ট্রি ভুল দিলে সেটি ঠিক করার উপায় জানাবেন?,অনলাইন ফর্ম পূরণের সময় ভুল হলে আপনার নিজ থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করবেন।,19,1,1
639,spouse_name_correction_new_followup_a,"স্বামীর নামের সংশোধনের জন্য NID আবেদনপত্রে কি মূল দলিল সংযুক্ত করতে হবে, নাকি ফটোকপি যথেষ্ট?",আবেদনের সময় প্রয়োজনীয় কাগজপত্র স্ক্যান করে সাবমিট করতে হয়। মূলকপি হলে ভালো কিন্তু ফটোকপি হলেও সমস্যা নেই।,20,1,1
640,spouse_name_correction_new_followup_b,এনআইডিতে স্বামীর নাম ঠিক করতে নির্ধারিত প্রমাণপত্র না থাকলে পরিবর্তে কী কী দেওয়া সম্ভব?,আবেদনের স্বপক্ষে যথাযথ ডকুমেন্ট সাবমিট করা আবশ্যক। বািস্তারিত জানতে বাংলাদেশ নির্বাচন কমিশনের হেল্পলাইন ১০৫ নম্বরে কল করুন।,20,1,1
641,ssc_certificate_for_correction,"জাতীয় পরিচয়পত্রে তথ্য হালনাগাদে এসএসসি সার্টিফিকেট চাইছে, কিন্তু আমার সনদ নেই এখন কী করবো?","দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ।",171,1,1
642,strong_password_importance,Postal Vote BD-তে শক্তিশালী পাসওয়ার্ডের মূল উদ্দেশ্য কী?,শক্তিশালী পাসওয়ার্ড আপনার অ্যাকাউন্ট এবং ভোটিং তথ্য সুরক্ষিত রাখে। কমপক্ষে ৮ অক্ষরের শক্তিশালী পাসওয়ার্ড ব্যবহার করুন।,100,1,1
643,tin_number_correct_or_add_document,ভোটার ডেটার টিন এন্ট্রি ঠিক করতে কী নথিপত্র লাগবে?,অনলাইন টিআইএন এর সত্যায়িত কপি দাখিলপূর্বক আবেদন করতে হবে।,201,1,1
644,tin_number_correct_or_add_document_followup_c,"অনলাইনে করা NID সংশোধনী আবেদনটি এখন কোন পর্যায়ে আছে, তা কোথায় দেখে নেওয়া যাবে?",নির্বাচন কমিশনের হেল্পলাইন ১০৫ নম্বরে কল করুন।,19,1,1
645,together_present_and_permanent_address_change_followup_a,বর্তমান ও স্থায়ী ঠিকানা কি এক আবেদনপত্রে একসাথে আপডেট করা সম্ভব?,বর্তমান ঠিকানা ও স্থায়ী ঠিকানা একই সাথে পরিরর্তন করা সম্ভব নয়। প্রত্যেক ক্ষেত্রে আলাদা আবেদন করতে হবে।,14,1,1
646,together_present_and_permanent_address_change_followup_d,একযোগে সব কাগজ জমা দিলে আর পৃথকভাবে জমা দিলে ফি ও সময় কী নিয়মে ধার্য হয়?,স্থানান্তরের আবেদনে কোন ফি লাগেনা। কিন্তু স্থায়ী ঠিকানা সংশোধনের আবেদনের ক্ষেত্রে নির্ধারিত ফিস প্রদান করতে হয়। উভয় ক্ষেত্রে ৩০ (ত্রিশ) কার্য দিবস সময় লাগতে পারে।,20,1,1
647,unable_to_answer,"পোস্টাল ভোট BD অ্যাপে নতুন রেজিস্ট্রেশনে NID, পাসপোর্ট আর বিদেশি ঠিকানা ছাড়া আর কী লাগবে?","দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ।",1986,1,1
648,underaged_card_holder_to_voter,অপ্রাপ্তবয়সী NID থাকলে ভোটার হওয়ার তারিখটা কী?,যে কোন বছরের পহেলা জানুয়ারি ১৮ বছর পূর্ণ হবার সাথে সাথে এনআইডি কার্ডধারী ব্যক্তি ভোটার তালিকার অন্তর্ভুক্ত হয়ে থাকেন।,168,1,1
649,unexpected_online_problem,অনলাইনে অপ্রত্যাশিত বার্তা আসছে দ্রুত সমাধান কী?,"দুঃখিত, আপনার প্রশ্নের উত্তরটি আমার জানা নেই। আপনার এই প্রশ্নের উত্তর জানতে ১০৫-এ কল করে সরাসরি আমাদের প্রতিনিধির সাথে কথা বলুন, ধন্যবাদ।",171,1,1
650,updated_nid_after_correction_followup_a,সংশোধন শেষে জারি হওয়া কার্ড ডাউনলোডের ধাপগুলো বলবেন?,বাংলাদেশ নির্বাচন কমিশনের ওয়েবসাইটে গিয়ে আপনার এনআইডি রেজিস্ট্রেশনকৃত অ্যাকাউন্টে গিয়ে সংশোধিত কার্ড ডাউনলোড করতে পারবেন,14,1,1
651,updated_nid_after_correction_followup_b,অনলাইন থেকে ফাইল না পেলে কার্ড সংগ্রহের বিকল্প পথ কোনটি?,আপনি যে এলাকার ভোটার সেই থানা / উপজেলা নির্বাচন অফিসে যেতে হবে।,20,1,1
652,updated_nid_after_correction_followup_c,"যে বদল করেছি, তা কি কার্যকর হয়েছে—এটা কিভাবে যাচাই করবো?",সংশোধিত তথ্য জানতে নির্বাচন কমিশনের হেল্পলাইন ১০৫ নম্বরে কল করুন।,20,1,1
653,updated_nid_after_correction_followup_d,সংশোধন নিশ্চিত হলে নতুন NID কার্ড কীভাবে পাওয়া যায়?,সংশোধনের আবেদন অনুমোদন হলে অনলাইন থেকে সংশোধিত কার্ড ডাউনলোড করে নিতে পারবেন।,19,1,1
654,utility_bill_not_available_for_address_proof_followup_d,আবেদনের জন্য প্রদত্ত ঠিকানা সংশোধন/মাইগ্রেশন ফি’র ট্রানজেকশন নম্বর কীভাবে চেক করব?,নির্ধারিত ফি জমা দেওয়ার পরে রশিদ বা ট্রানজেকশন যাচাই করার প্রয়োজন পড়বে না। ফি পরিশোধ করলে তা স্বয়ংক্রিয়ভাবে একাউন্টে যোগ হয়ে যাবে।,20,1,1
655,verification_in_progress_app_close,প্রমাণীকরণ হচ্ছে এই সময় কি অ্যাপটা ক্লোজ করা যায়?,আপনি হোম স্ক্রিনে ফিরে যেতে পারেন বা অ্যাপ বন্ধ করতে পারেন। যাচাইকরণ প্রক্রিয়া চলতে থাকবে।,101,1,1
656,video_tutorial_why,পোস্টাল ভোট বিডি-র ইউজার গাইড ভিডিও না দেখলে কী অসুবিধা হতে পারে?,অ্যাপের মূল বৈশিষ্ট্য এবং সঠিক ব্যবহারবিধি বুঝতে ভিডিওটি মনোযোগ দিয়ে দেখা আবশ্যক।,100,1,1
657,vote_tracking_definition,পোস্টাল ভোটের অবস্থান দেখার অপশনটি কি আলাদা আছে?,"""ব্যালট ট্র্যাক করুন"" বাটনের মাধ্যমে আপনি আপনার ভোটের অবস্থা ট্র্যাক করতে পারবেন। নির্দিষ্ট সময় পরে এটি সক্রিয় হবে।",97,1,1
658,voter_area_change,পুরনো জায়গার ভোটার ছিলাম; এখন এখানে নাম তুলতে কী লাগে?,আপনি যে এলাকায় যেতে চান সেই সংশ্লিষ্ট উপজেলা/ থানা নির্বাচন অফিসে স্বশরীরে উপস্থিত হয়ে স্থানান্তর ফর্ম-১৩ পূরণ করে প্রয়োজনীয় দলিলাদিসহ আবেদন করুন।,171,1,1
659,voter_area_change_followup_b,বর্তমান ঠিকানা সংশোধনের জন্য অফিসে গেলে কী কী নথিপত্র সঙ্গে নিতে হবে?,"ভোটার এলাকায় স্থানান্তরের জন্য আপনাকে আপনার এলাকার নাগরিক সনদপত্র,চেয়ারম্যান অথবা ওয়ার্ড কাউন্সিলর কর্তৃক প্রত্যয়ন পত্র, বাসার ইউটিলিটি বিল এর কপি, হোল্ডিং ট্যাক্স কপি সঙ্গে নিতে হবে",16,1,1
660,voter_area_change_followup_d,"বর্তমান ঠিকানার ভুল সংশোধন করতে কি ডিজিটালভাবে আবেদন করা যায়, নাকি সশরীরে দাখিল করতে হবে?",যেই এলাকায় ভোটার স্থানান্তর হতে চাচ্ছেন সেই এলাকার উপজেলা নির্বাচন অফিসে গিয়ে সরাসরি কাজটি সম্পন্ন করতে হবে,20,1,1
661,voter_area_change_not_reflected,আবেদন অনুমোদন হয়েছে; তারপরও তথ্য অপরিবর্তিত সমাধান কী?,"আন্তরিকভাবে দুঃখিত, অনুগ্রহপূর্বক সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিসে যোগাযোগ করুন।",172,1,1
662,voter_area_change_ongoing_followup_a,স্থানান্তরের কেস পেন্ডিং থাকলে কি সমান্তরালে সংশোধনের আবেদন জমা দেওয়া যাবে?,ভোটার স্থানান্তরের আবেদন চলমান থাকলে একই সময়ে সংশোধনের আবেদন করা যাবে না,10,1,1
663,voter_area_change_ongoing_followup_b,একই সময়ে একাধিক আবেদন করা কি ঝুঁকিপূর্ণ বা জটিলতার কারণ হতে পারে?,একাধিক আবেদন একসাথে চলমানের কোন প্রক্রিয়া নেই,20,1,1
664,voter_area_change_ongoing_followup_d,ঠিকমতো সিদ্ধান্ত নেওয়ার জন্য কোন দপ্তর বা কল সেন্টারে যোগাযোগ করব?,এ সম্পর্কে বিস্তারিত জানতে নির্বাচন কমিশনের হেল্পলাইন ১০৫ নম্বরে কল করুন।,20,1,1
665,voter_area_change_online,ই-সেবায় কি এনআইডির ভোটার এলাকা পরিবর্তনের অপশন আছে?,"দুঃখিত, এক্ষেত্রে আপনি যে এলাকায় স্থানান্তর হতে চান সেই উপজেলা/থানা নির্বাচন অফিসে স্বশরীরে আবেদন জমা দিতে হবে।",171,1,1
666,voter_area_change_online_followup_a,জাতীয় আইডি সংশোধন করাতে কোথায় যেতে হয়? অফিসের লোকেশন ও খোলা-বন্ধের সময় জানাবেন?,এক্ষেত্রে আপনি যে এলাকায় স্থানান্তর হতে চান সেই উপজেলা/থানা নির্বাচন অফিসে স্বশরীরে আবেদন জমা দিতে হবে।অফিসের ঠিকানা জানতে অনুগ্রহ পূর্বক গুগল ম্যাপের সহযোগিতা নিবেন। সকাল ৯.০০ ঘটিকা থেকে বিকাল ৫.০০ ঘটিকা পর্যন্ত সাধারনত অফিস খোলা থাকে (সরকারী ছুটি ব্যতীত)।,20,1,1
667,voter_area_change_online_followup_b,জাতীয় পরিচয়পত্রের নাম বা জন্মতারিখ ইত্যাদি সংশোধনের সময় কার্যালয়ে কী কাগজপত্র নিতে হবে?,"ভোটার এলাকায় স্থানান্তরের জন্য আপনাকে আপনার এলাকার নাগরিক সনদপত্র,চেয়ারম্যান অথবা ওয়ার্ড কাউন্সিলর কর্তৃক প্রত্যয়ন পত্র, বাসার ইউটিলিটি বিল এর কপি, হোল্ডিং ট্যাক্স কপি সঙ্গে নিতে হবে",20,1,1
668,voter_area_change_online_followup_d,"পরিচয়পত্র সংশোধন কি ওয়েবে করা যাবে, নাকি নির্বাচন কমিশনের অফিসে যেতে হবে?",যেই এলাকায় ভোটার স্থানান্তর হতে চাচ্ছেন সেই এলাকার উপজেলা নির্বাচন অফিসে গিয়ে সরাসরি কাজটি সম্পন্ন করতে হবে,20,1,1
669,voter_area_query,পুরনো ভোটার এলাকা তথ্য জানতে সরকারি কোন চ্যানেল আছে?,সংশ্লিষ্ট উপজেলা/থানা নির্বাচন অফিসের সহযোগিতা গ্রহণ করুন।,181,1,1
670,voter_card_damaged_followup_b,নষ্ট এনআইডি কার্ড রি-ইস্যুর বিষয়টি কি অনলাইনে নিষ্পত্তি করা যায়?,রি ইস্যু আবেদন অনলাইনেই করা যাবে,20,1,1
671,voter_card_damaged_followup_c,পুনঃইস্যু করতে হলে কোন কোন সমর্থনকারী দলিল জমা দিতে হবে?,রি ইসু কার্ড উত্তোলনের জন্য শুধু অনলাইনে আবেদন করলেই হবে,17,1,1
672,voter_card_damaged_followup_d,"রি ইস্যুর চার্জ কত, আর পেমেন্ট কীভাবে করব?",এনআইডি অনলাইন পোর্টালে প্রবেশ করে ফিস ট্যাবের মাধ্যমে আপনার নির্দিষ্ট আবেদনের ফী এর পরিমাণ জেনে নিন।,20,1,1
673,voter_halnagad_registration_not_done,"ভোটার তালিকা আপডেটে আমি যোগ দিতে পারিনি, কিভাবে এখন ভোটার হব?",services.nidw.gov.bd/ এই পোর্টালে নতুন নিবন্ধনের জন্য আবেদন করুন। এসএমএস-প্রাপ্তি সাপেক্ষে নির্ধারিত ডকুমেন্টসসহ সংশ্লিষ্ট থানা/উপজেলা নির্বাচন অফিসে গিয়ে বায়োমেট্রিক প্রদান করুন। পরবর্তীতে মোবাইলে এসএমএস পাওয়া সাপেক্ষে ঐ একই পোর্টালে রেজিস্ট্রেশন সম্পন্ন করুন এবং লগইন করে এনআইডি ডাউনলোড করুন।,177,1,1
674,voter_halnagad_registration_not_done_followup_b,ইসি অফিসে নতুন ভোটার নিবন্ধনের সময় কী কী ডকুমেন্ট আনতে হবে?,নিবন্ধনের জন্য অনলাইনে পূরণকৃত নিবন্ধন ফর্মের প্রিন্ট কপির সঙ্গে যেসব কাগজপত্র জমা দিতে হবেঃ (১) ১৭ ডিজিটের অনলাইন জন্মসনদের কপি। (২) জাতীয়তা/নাগরিকত্ব সনদের কপি। (৩) পিতা-মাতা ভাই-বোনের এনআইডির কপি। পিতা-মাতা মৃত হলে অনলাইন মৃত্যু সনদের কপি। (৪) বিবাহিত হলে স্বামী/ স্ত্রীর এনআইডির কপি। (৫) এসএসসি/দাখিল/সমমান অথবা অষ্টম শ্রেণি পাশের সনদের কপি (প্রযোজ্য ক্ষেত্রে)। (৬) ইউটিলিটি বিলের (বিদ্যুৎ/গ্যাস/পানি/চৌকিদারী ট্যাক্স রশিদ) ফটোকপি।,18,1,1
